activity_year,county_code,census_tract,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,loan_purpose,loan_amount,hoepa_status,property_value,occupancy_type,income,debt_to_income_ratio
2020,42003,42003491101,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,325000,2,385000,1,164,37
2020,42003,42003520002,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,65000,2,75000,1,64,<20%
2020,42003,42003474201,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,1,705000,3,615000,1,0,<20%
2020,42003,42003473100,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,1,155000,3,NA,1,NA,NA
2020,42003,42003435000,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,105000,2,295000,1,55,43
2020,42003,42003473401,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,475000,2,605000,1,122,50%-60%
2020,42003,42003473300,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,1,75000,3,285000,1,296,NA
2020,42003,42003451104,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,75000,2,215000,1,125,36
2020,42003,42003421200,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,1,355000,3,NA,1,104,NA
2020,42003,42003480200,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,105000,2,165000,1,47,30%-<36%
2020,42003,42003464400,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,3,1,35000,3,NA,1,60,NA
2020,42003,42003458000,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,145000,2,365000,1,191,42
2020,42003,42003429201,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,105000,2,305000,1,46,30%-<36%
2020,42003,42003524000,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,1,75000,3,NA,1,62,NA
2020,42003,42003473601,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,665000,2,835000,1,401,20%-<30%
2020,42003,42003490004,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,165000,2,175000,1,55,38
2020,42003,42003101100,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,225000,2,245000,1,202,20%-<30%
2020,42003,42003561000,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,1,1,125000,2,125000,1,51,40
2020,42003,42003170600,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,1,1,185000,2,185000,1,51,39
2020,42003,42003409000,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,325000,2,425000,1,173,20%-<30%
2020,42003,42003473602,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,305000,2,395000,1,67,30%-<36%
2020,42003,42003445500,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,85000,2,505000,1,136,37
2020,42003,42003448000,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,1,35000,3,NA,1,50,NA
2020,42003,42003160900,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,175000,2,215000,1,NA,43
2020,42003,42003458000,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,135000,2,445000,1,226,45
2020,42003,42003518001,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,195000,2,245000,1,142,20%-<30%
2020,42003,42003415001,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,3,1,485000,3,NA,1,49,>60%
2020,42003,42003250300,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,1,305000,3,255000,1,160,NA
2020,42003,42003409000,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,85000,2,555000,1,189,30%-<36%
2020,42003,42003490002,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,115000,2,275000,1,88,30%-<36%
2020,42003,42003408002,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,245000,2,405000,1,405,<20%
2020,42003,42003412002,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,105000,2,415000,1,142,20%-<30%
2020,42003,42003435000,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,25000,2,295000,1,55,20%-<30%
2020,42003,42003461000,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,75000,2,155000,1,NA,41
2020,42003,42003408001,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,1,1,185000,2,285000,1,165,48
2020,42003,42003474201,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,315000,2,395000,1,239,20%-<30%
2020,42003,42003413400,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,335000,2,355000,1,243,<20%
2020,42003,42003474203,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,1,255000,2,395000,1,141,46
2020,42003,42003414101,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,325000,2,405000,1,102,42
2020,42003,42003434000,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,325000,2,325000,1,110,30%-<36%
2020,42003,42003429700,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,185000,2,275000,1,190,20%-<30%
2020,42003,42003426800,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,175000,2,175000,1,41,50%-60%
2020,42003,42003564400,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,3,1,55000,3,55000,1,60,47
2020,42003,42003191800,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,135000,2,145000,1,38,40
2020,42003,42003412002,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,325000,2,395000,1,217,49
2020,42003,42003453004,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,1,1,135000,2,155000,1,86,47
2020,42003,42003479000,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,1,1,125000,2,125000,1,50,20%-<30%
2020,42003,42003191800,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,1,1,135000,2,145000,1,49,48
2020,42003,42003414200,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,265000,2,265000,1,103,46
2020,42003,42003525200,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,285000,2,415000,1,152,<20%
2020,42003,42003434000,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,155000,2,165000,1,60,30%-<36%
2020,42003,42003429400,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,125000,2,125000,1,42,30%-<36%
2020,42003,42003500300,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,85000,2,95000,1,34,50%-60%
2020,42003,42003474102,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,345000,2,425000,1,151,20%-<30%
2020,42003,42003562500,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,55000,2,55000,1,47,30%-<36%
2020,42003,42003504100,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,1,75000,3,85000,1,99,20%-<30%
2020,42003,42003409000,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,245000,2,305000,1,135,20%-<30%
2020,42003,42003523702,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,1,1,65000,2,65000,1,21,30%-<36%
2020,42003,42003523502,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,1,1,95000,2,125000,1,30,38
2020,42003,42003420000,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,125000,2,135000,1,44,37
2020,42003,42003101700,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,145000,2,155000,1,60,<20%
2020,42003,42003509400,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,1,95000,3,85000,1,20,50%-60%
2020,42003,42003080200,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Joint,White,Male,1,1,175000,2,185000,1,34,43
2020,42003,42003451105,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,1,1,305000,2,315000,1,81,45
2020,42003,42003429400,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,1,155000,2,155000,1,141,<20%
2020,42003,42003521200,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,1,1,65000,2,75000,1,51,20%-<30%
2020,42003,42003488100,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,1,195000,3,195000,1,117,44
2020,42003,42003564100,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,1,1,305000,2,385000,1,202,30%-<36%
2020,42003,42003180300,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Male,1,1,85000,2,85000,1,45,37
2020,42003,42003523300,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,65000,2,65000,1,45,<20%
2020,42003,42003413400,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,1,515000,2,645000,1,149,20%-<30%
2020,42003,42003407002,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,75000,2,85000,1,36,42
2020,42003,42003477100,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,3,1,165000,3,175000,1,42,46
2020,42003,42003487000,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,55000,2,55000,1,37,20%-<30%
2020,42003,42003507000,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,1,95000,3,95000,1,49,39
2020,42003,42003453003,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,165000,2,175000,1,57,45
2020,42003,42003462100,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,105000,2,115000,1,35,47
2020,42003,42003469000,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,1,1,155000,2,165000,1,79,42
2020,42003,42003561400,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,75000,2,75000,1,25,39
2020,42003,42003475304,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,355000,2,355000,1,137,50%-60%
2020,42003,42003515300,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,1,145000,3,195000,1,65,30%-<36%
2020,42003,42003408002,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,195000,2,195000,1,128,<20%
2020,42003,42003453003,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,255000,2,325000,1,210,40
2020,42003,42003447000,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,1,1,175000,2,175000,1,84,39
2020,42003,42003465800,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,135000,2,145000,1,52,20%-<30%
2020,42003,42003456004,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,285000,2,295000,1,133,20%-<30%
2020,42003,42003409000,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,415000,2,665000,1,240,20%-<30%
2020,42003,42003450700,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,1,115000,3,125000,1,34,50%-60%
2020,42003,42003503002,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,65000,2,75000,1,47,36
2020,42003,42003192000,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,135000,2,135000,1,57,30%-<36%
2020,42003,42003281500,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,55000,2,55000,1,30,30%-<36%
2020,42003,42003521500,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,115000,2,125000,1,67,45
2020,42003,42003523400,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,1,105000,3,105000,1,43,37
2020,42003,42003411000,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,255000,2,815000,1,231,<20%
2020,42003,42003456003,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,1,155000,3,145000,1,41,50%-60%
2020,42003,42003413500,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,225000,2,275000,1,74,41
2020,42003,42003475101,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,245000,2,245000,1,112,40
2020,42003,42003437000,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,1,1,505000,2,565000,1,181,30%-<36%
2020,42003,42003488600,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,1,75000,3,75000,1,39,43
2020,42003,42003413300,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,75000,2,85000,1,50,30%-<36%
2020,42003,42003458000,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,325000,2,365000,1,128,30%-<36%
2020,42003,42003437000,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,275000,2,295000,1,204,41
2020,42003,42003512000,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,3,1,55000,3,55000,1,21,46
2020,42003,42003450800,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,65000,2,65000,1,40,50%-60%
2020,42003,42003407002,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,235000,2,245000,1,81,20%-<30%
2020,42003,42003473601,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,315000,2,395000,1,114,42
2020,42003,42003432400,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,135000,2,155000,1,25,47
2020,42003,42003490002,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,185000,2,185000,1,86,20%-<30%
2020,42003,42003488400,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,105000,2,125000,1,96,<20%
2020,42003,42003521200,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,1,115000,2,125000,1,66,30%-<36%
2020,42003,42003425000,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,1,65000,2,125000,1,16,45
2020,42003,42003260700,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,1,315000,3,275000,1,117,41
2020,42003,42003562400,VA:First Lien,Single Family (1-4 Units):Site-Built,Joint,White,Joint,1,1,105000,2,105000,1,71,20%-<30%
2020,42003,42003523400,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,125000,2,125000,1,70,45
2020,42003,42003191100,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,305000,2,445000,1,89,46
2020,42003,42003141300,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,405000,2,475000,1,150,30%-<36%
2020,42003,42003423000,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,275000,2,325000,1,144,<20%
2020,42003,42003418000,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,115000,2,125000,1,96,<20%
2020,42003,42003487000,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,45000,2,45000,1,48,30%-<36%
2020,42003,42003419000,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,295000,2,315000,1,406,43
2020,42003,42003474102,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,495000,2,525000,1,247,44
2020,42003,42003453003,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,175000,2,175000,1,72,37
2020,42003,42003170200,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,135000,2,175000,1,103,<20%
2020,42003,42003563000,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,105000,2,135000,1,109,<20%
2020,42003,42003424000,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Male,1,1,135000,2,135000,1,65,<20%
2020,42003,42003060300,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,305000,2,335000,1,110,20%-<30%
2020,42003,42003450800,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,85000,2,95000,1,53,43
2020,42003,42003475304,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,85000,2,95000,1,41,50%-60%
2020,42003,42003468800,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,165000,2,175000,1,53,40
2020,42003,42003423000,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,1,1,315000,2,325000,1,143,39
2020,42003,42003518001,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Joint,3,1,115000,3,115000,1,88,20%-<30%
2020,42003,42003191600,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,1,125000,2,155000,1,40,41
2020,42003,42003415002,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,325000,2,335000,1,171,20%-<30%
2020,42003,42003456003,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,1,1,315000,2,375000,1,133,20%-<30%
2020,42003,42003468800,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,1,1,125000,2,125000,1,65,46
2020,42003,42003488200,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,105000,2,115000,1,42,41
2020,42003,42003426700,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,215000,2,225000,1,100,20%-<30%
2020,42003,42003451105,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Race Not Available,Male,1,1,355000,2,445000,1,137,41
2020,42003,42003191700,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,85000,2,85000,1,48,30%-<36%
2020,42003,42003521302,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,155000,2,155000,1,55,46
2020,42003,42003474102,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Race Not Available,Male,1,1,215000,2,225000,1,62,44
2020,42003,42003523702,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Black or African American,Male,1,1,125000,2,135000,1,64,42
2020,42003,42003101400,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Black or African American,Female,1,1,175000,2,185000,1,36,30%-<36%
2020,42003,42003427200,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,1,1,165000,2,155000,1,49,30%-<36%
2020,42003,42003426700,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,125000,2,135000,1,71,43
2020,42003,42003050900,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,1,65000,3,75000,1,95,<20%
2020,42003,42003451104,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,215000,2,225000,1,63,50%-60%
2020,42003,42003415001,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,135000,2,135000,1,34,45
2020,42003,42003430200,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,165000,2,165000,1,60,20%-<30%
2020,42003,42003525200,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,1,1,195000,2,195000,1,79,47
2020,42003,42003473500,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,305000,2,385000,1,235,20%-<30%
2020,42003,42003476200,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,3,1,175000,3,155000,1,63,30%-<36%
2020,42003,42003460001,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,155000,2,165000,1,94,40
2020,42003,42003473401,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,3,1,425000,3,445000,1,160,50%-60%
2020,42003,42003191400,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Female,1,1,255000,2,265000,1,53,50%-60%
2020,42003,42003140600,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,265000,2,335000,1,59,30%-<36%
2020,42003,42003564000,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,225000,2,265000,1,59,39
2020,42003,42003475301,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,1,155000,3,165000,1,87,20%-<30%
2020,42003,42003551300,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,1,55000,2,55000,1,52,30%-<36%
2020,42003,42003191700,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,135000,2,135000,1,105,44
2020,42003,42003405000,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,75000,2,145000,1,48,20%-<30%
2020,42003,42003564000,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Male,3,1,195000,3,205000,1,97,44
2020,42003,42003191900,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,145000,2,155000,1,54,30%-<36%
2020,42003,42003409000,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,1,1,515000,2,555000,1,114,49
2020,42003,42003488200,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,125000,2,125000,1,38,20%-<30%
2020,42003,42003451102,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,165000,2,165000,1,96,47
2020,42003,42003447000,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Joint,White,Joint,1,1,335000,2,735000,1,353,<20%
2020,42003,42003413500,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,1,105000,2,215000,1,21,49
2020,42003,42003484500,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,1,65000,3,65000,1,28,45
2020,42003,42003561700,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,1,95000,3,85000,1,33,48
2020,42003,42003409000,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,365000,2,405000,1,177,20%-<30%
2020,42003,42003526302,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,195000,2,205000,1,107,48
2020,42003,42003523600,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,195000,2,205000,1,86,20%-<30%
2020,42003,42003434000,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,1,165000,3,205000,1,192,50%-60%
2020,42003,42003451102,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,215000,2,215000,1,97,30%-<36%
2020,42003,42003561100,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,45000,2,55000,1,114,30%-<36%
